id,d_num,h,segment,model,yhat,p10,p90
ELECTRONICS_1_CABLE_KA_1_validation,1941,28,low_volume_intermittent,tsb,1.1388533711631852,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1914,1,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1915,2,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1916,3,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1917,4,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1918,5,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1919,6,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1920,7,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1921,8,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1922,9,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1923,10,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1924,11,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1925,12,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1926,13,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1927,14,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1928,15,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1929,16,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1930,17,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1931,18,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1932,19,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1933,20,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1934,21,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1935,22,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1936,23,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1937,24,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1938,25,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1939,26,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1940,27,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_2_validation,1941,28,low_volume_intermittent,tsb,2.3310109383433164,0.0,4.0
ELECTRONICS_1_CABLE_KA_3_validation,1914,1,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1915,2,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1916,3,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1917,4,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1918,5,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1919,6,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1920,7,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1921,8,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1922,9,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1923,10,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1924,11,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1925,12,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1926,13,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1927,14,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1928,15,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1929,16,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1930,17,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1931,18,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1932,19,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1933,20,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1934,21,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1935,22,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1936,23,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1937,24,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1938,25,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1939,26,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1940,27,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_KA_3_validation,1941,28,low_volume_intermittent,tsb,0.2282507464145119,0.0,1.0
ELECTRONICS_1_CABLE_MH_1_validation,1914,1,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1915,2,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1916,3,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1917,4,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1918,5,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1919,6,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1920,7,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1921,8,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1922,9,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1923,10,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1924,11,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1925,12,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1926,13,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1927,14,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1928,15,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1929,16,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1930,17,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1931,18,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1932,19,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1933,20,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1934,21,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1935,22,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1936,23,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1937,24,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1938,25,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1939,26,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1940,27,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_1_validation,1941,28,low_volume_intermittent,tsb,1.276826796911847,0.0,3.0
ELECTRONICS_1_CABLE_MH_2_validation,1914,1,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1915,2,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1916,3,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1917,4,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1918,5,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1919,6,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1920,7,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1921,8,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1922,9,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1923,10,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1924,11,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1925,12,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1926,13,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1927,14,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1928,15,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1929,16,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1930,17,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1931,18,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1932,19,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1933,20,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1934,21,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1935,22,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1936,23,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1937,24,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1938,25,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1939,26,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1940,27,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_2_validation,1941,28,low_volume_intermittent,tsb,0.4668715781926745,0.0,2.1000000000000085
ELECTRONICS_1_CABLE_MH_3_validation,1914,1,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1915,2,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1916,3,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1917,4,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1918,5,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1919,6,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1920,7,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1921,8,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1922,9,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1923,10,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1924,11,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1925,12,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1926,13,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1927,14,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1928,15,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1929,16,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1930,17,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1931,18,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1932,19,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1933,20,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1934,21,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1935,22,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1936,23,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1937,24,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1938,25,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1939,26,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1940,27,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_3_validation,1941,28,low_volume_intermittent,tsb,2.0457397351213547,0.0,4.0
ELECTRONICS_1_CABLE_MH_4_validation,1914,1,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1915,2,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1916,3,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1917,4,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1918,5,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1919,6,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1920,7,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1921,8,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1922,9,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1923,10,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1924,11,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1925,12,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1926,13,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1927,14,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1928,15,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1929,16,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1930,17,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1931,18,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1932,19,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1933,20,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1934,21,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1935,22,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1936,23,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1937,24,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1938,25,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1939,26,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1940,27,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_MH_4_validation,1941,28,low_volume_intermittent,tsb,0.4504236404266308,0.0,1.0
ELECTRONICS_1_CABLE_TN_1_validation,1914,1,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1915,2,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1916,3,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1917,4,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1918,5,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1919,6,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1920,7,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1921,8,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1922,9,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1923,10,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1924,11,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1925,12,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1926,13,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1927,14,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1928,15,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1929,16,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1930,17,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1931,18,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1932,19,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1933,20,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1934,21,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1935,22,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1936,23,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1937,24,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1938,25,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1939,26,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1940,27,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_1_validation,1941,28,low_volume_intermittent,tsb,0.6527560428216838,0.0,2.0
ELECTRONICS_1_CABLE_TN_2_validation,1914,1,low_volume_intermittent,tsb,0.13554283244116952,0.0,0.13554283244116952
ELECTRONICS_1_CABLE_TN_2_validation,1915,2,low_volume_intermittent,tsb,0.13554283244116952,0.0,0.13554283244116952
ELECTRONICS_1_CABLE_TN_2_validation,1916,3,low_volume_intermittent,tsb,0.13554283244116952,0.0,0.13554283244116952
ELECTRONICS_1_CABLE_TN_2_validation,1917,4,low_volume_intermittent,tsb,0.13554283244116952,0.0,0.13554283244116952
ELECTRONICS_1_CABLE_TN_2_validation,1918,5,low_volume_intermittent,tsb,0.13554283244116952,0.0,0.13554283244116952
ELECTRONICS_1_CABLE_TN_2_validation,1919,6,low_volume_intermittent,tsb,0.13554283244116952,0.0,0.13554283244116952
