id,rmsse,model,cutoff,segment
GROCERY_3_PICKLE_TN_2_validation,0.5157912391955309,seasonal_naive,1612,low_volume_intermittent
GROCERY_3_PICKLE_TN_3_validation,0.6999473212792191,seasonal_naive,1612,regular
HOMECARE_1_DETERGENT_KA_1_validation,1.3376696831068948,seasonal_naive,1612,regular
HOMECARE_1_DETERGENT_KA_2_validation,0.6499566571991493,seasonal_naive,1612,regular
HOMECARE_1_DETERGENT_KA_3_validation,1.539404433491153,seasonal_naive,1612,regular
HOMECARE_1_DETERGENT_MH_1_validation,3.1285595896821348,seasonal_naive,1612,regular
HOMECARE_1_DETERGENT_MH_2_validation,0.8328370896807321,seasonal_naive,1612,regular
HOMECARE_1_DETERGENT_MH_3_validation,1.5619208160898717,seasonal_naive,1612,regular
HOMECARE_1_DETERGENT_MH_4_validation,0.7768167643722368,seasonal_naive,1612,regular
HOMECARE_1_DETERGENT_TN_1_validation,1.455918275200517,seasonal_naive,1612,regular
HOMECARE_1_DETERGENT_TN_2_validation,0.7138054869830167,seasonal_naive,1612,regular
HOMECARE_1_DETERGENT_TN_3_validation,2.1109685767100483,seasonal_naive,1612,regular
HOMECARE_2_AGARBATTI_KA_1_validation,2.688772511761351,seasonal_naive,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_KA_2_validation,1.886941113289059,seasonal_naive,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_KA_3_validation,0.6433708122502126,seasonal_naive,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_1_validation,2.5645642596436,seasonal_naive,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_2_validation,1.859925424112229,seasonal_naive,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_3_validation,2.3785280535750446,seasonal_naive,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_4_validation,2.445913606139895,seasonal_naive,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_1_validation,2.2658814839132577,seasonal_naive,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_2_validation,1.3658567993367192,seasonal_naive,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_3_validation,3.3136625154320885,seasonal_naive,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_1_validation,0.8272377595401726,moving_average_28,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_2_validation,0.7954816954393048,moving_average_28,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_3_validation,1.3928380713742903,moving_average_28,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_1_validation,1.1465238254252639,moving_average_28,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_2_validation,1.2560756349296271,moving_average_28,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_3_validation,0.681153715543106,moving_average_28,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_4_validation,0.5497498618306238,moving_average_28,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_1_validation,0.6551932120234166,moving_average_28,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_2_validation,0.6303964179941,moving_average_28,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_3_validation,0.6169516722080391,moving_average_28,1612,low_volume_intermittent
ELECTRONICS_1_CHARGER_KA_1_validation,0.4893253435478032,moving_average_28,1612,regular
ELECTRONICS_1_CHARGER_KA_2_validation,0.4268283822896441,moving_average_28,1612,regular
ELECTRONICS_1_CHARGER_KA_3_validation,0.8455437691674397,moving_average_28,1612,regular
ELECTRONICS_1_CHARGER_MH_1_validation,0.7517246994013507,moving_average_28,1612,regular
ELECTRONICS_1_CHARGER_MH_2_validation,0.4355531619769083,moving_average_28,1612,regular
ELECTRONICS_1_CHARGER_MH_3_validation,0.5623815639228124,moving_average_28,1612,regular
ELECTRONICS_1_CHARGER_MH_4_validation,1.0130892087175396,moving_average_28,1612,regular
ELECTRONICS_1_CHARGER_TN_1_validation,0.33967145837811036,moving_average_28,1612,regular
ELECTRONICS_1_CHARGER_TN_2_validation,0.1888588263804228,moving_average_28,1612,regular
ELECTRONICS_1_CHARGER_TN_3_validation,0.9981429881839843,moving_average_28,1612,regular
GROCERY_3_ATTA_KA_1_validation,0.9232896542268666,moving_average_28,1612,regular
GROCERY_3_ATTA_KA_2_validation,1.520310232402657,moving_average_28,1612,regular
GROCERY_3_ATTA_KA_3_validation,1.5857435676291471,moving_average_28,1612,regular
GROCERY_3_ATTA_MH_1_validation,1.1173814435731262,moving_average_28,1612,regular
GROCERY_3_ATTA_MH_2_validation,1.5992314640302845,moving_average_28,1612,regular
GROCERY_3_ATTA_MH_3_validation,0.9885717502554688,moving_average_28,1612,regular
GROCERY_3_ATTA_MH_4_validation,1.5823088694387923,moving_average_28,1612,regular
GROCERY_3_ATTA_TN_1_validation,0.7498779019310922,moving_average_28,1612,regular
GROCERY_3_ATTA_TN_2_validation,0.8038960722409485,moving_average_28,1612,regular
GROCERY_3_ATTA_TN_3_validation,1.5476209849551843,moving_average_28,1612,regular
GROCERY_3_PICKLE_KA_1_validation,0.41110152318702486,moving_average_28,1612,low_volume_intermittent
GROCERY_3_PICKLE_KA_2_validation,0.534128345725139,moving_average_28,1612,regular
GROCERY_3_PICKLE_KA_3_validation,0.4516399384631578,moving_average_28,1612,regular
GROCERY_3_PICKLE_MH_1_validation,0.48597372315333526,moving_average_28,1612,regular
GROCERY_3_PICKLE_MH_2_validation,0.5095428580495929,moving_average_28,1612,low_volume_intermittent
GROCERY_3_PICKLE_MH_3_validation,0.4645521876134152,moving_average_28,1612,regular
GROCERY_3_PICKLE_MH_4_validation,0.8146017382316715,moving_average_28,1612,regular
GROCERY_3_PICKLE_TN_1_validation,0.4619507439517099,moving_average_28,1612,regular
GROCERY_3_PICKLE_TN_2_validation,0.43918041482103287,moving_average_28,1612,low_volume_intermittent
GROCERY_3_PICKLE_TN_3_validation,0.577374469692463,moving_average_28,1612,regular
HOMECARE_1_DETERGENT_KA_1_validation,1.4027982727968415,moving_average_28,1612,regular
HOMECARE_1_DETERGENT_KA_2_validation,0.49071460618734464,moving_average_28,1612,regular
HOMECARE_1_DETERGENT_KA_3_validation,1.1116749366036665,moving_average_28,1612,regular
HOMECARE_1_DETERGENT_MH_1_validation,1.2197332172278033,moving_average_28,1612,regular
HOMECARE_1_DETERGENT_MH_2_validation,0.8728999536463162,moving_average_28,1612,regular
HOMECARE_1_DETERGENT_MH_3_validation,0.8806782417129134,moving_average_28,1612,regular
HOMECARE_1_DETERGENT_MH_4_validation,0.5164944613556065,moving_average_28,1612,regular
HOMECARE_1_DETERGENT_TN_1_validation,1.477808150539948,moving_average_28,1612,regular
HOMECARE_1_DETERGENT_TN_2_validation,0.5934092846011868,moving_average_28,1612,regular
HOMECARE_1_DETERGENT_TN_3_validation,1.451500750473503,moving_average_28,1612,regular
HOMECARE_2_AGARBATTI_KA_1_validation,2.0154029839433902,moving_average_28,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_KA_2_validation,1.5522904666614794,moving_average_28,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_KA_3_validation,0.6433708122502126,moving_average_28,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_1_validation,1.3297244537251816,moving_average_28,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_2_validation,1.1357218918734464,moving_average_28,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_3_validation,1.828548115205102,moving_average_28,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_4_validation,2.038499022706851,moving_average_28,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_1_validation,1.9850348879060697,moving_average_28,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_2_validation,0.8458643499869217,moving_average_28,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_3_validation,2.896622410417283,moving_average_28,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_1_validation,0.7923310637437221,vendor_forecast_raw,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_2_validation,0.8109644058488126,vendor_forecast_raw,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_3_validation,1.0979037629894761,vendor_forecast_raw,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_1_validation,1.2077505066726715,vendor_forecast_raw,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_2_validation,1.3336158447831272,vendor_forecast_raw,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_3_validation,0.662144560127237,vendor_forecast_raw,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_4_validation,0.5271542169830982,vendor_forecast_raw,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_1_validation,0.6586046293286353,vendor_forecast_raw,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_2_validation,0.6087134263851837,vendor_forecast_raw,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_3_validation,0.598337107209518,vendor_forecast_raw,1612,low_volume_intermittent
ELECTRONICS_1_CHARGER_KA_1_validation,0.49222950697470713,vendor_forecast_raw,1612,regular
ELECTRONICS_1_CHARGER_KA_2_validation,0.5525061462817151,vendor_forecast_raw,1612,regular
ELECTRONICS_1_CHARGER_KA_3_validation,0.8017781154981196,vendor_forecast_raw,1612,regular
ELECTRONICS_1_CHARGER_MH_1_validation,0.7859647334190811,vendor_forecast_raw,1612,regular
ELECTRONICS_1_CHARGER_MH_2_validation,0.5081076866591697,vendor_forecast_raw,1612,regular
ELECTRONICS_1_CHARGER_MH_3_validation,0.6715079617758962,vendor_forecast_raw,1612,regular
ELECTRONICS_1_CHARGER_MH_4_validation,1.021164155623832,vendor_forecast_raw,1612,regular
ELECTRONICS_1_CHARGER_TN_1_validation,0.29530494369266824,vendor_forecast_raw,1612,regular
ELECTRONICS_1_CHARGER_TN_2_validation,0.4452864368064513,vendor_forecast_raw,1612,regular
ELECTRONICS_1_CHARGER_TN_3_validation,0.9806159913471978,vendor_forecast_raw,1612,regular
GROCERY_3_ATTA_KA_1_validation,0.5140481765273991,vendor_forecast_raw,1612,regular
GROCERY_3_ATTA_KA_2_validation,0.8432366350935678,vendor_forecast_raw,1612,regular
GROCERY_3_ATTA_KA_3_validation,1.285268519493854,vendor_forecast_raw,1612,regular
GROCERY_3_ATTA_MH_1_validation,0.7548765786298606,vendor_forecast_raw,1612,regular
GROCERY_3_ATTA_MH_2_validation,1.3965606660232555,vendor_forecast_raw,1612,regular
GROCERY_3_ATTA_MH_3_validation,0.7249943959027688,vendor_forecast_raw,1612,regular
GROCERY_3_ATTA_MH_4_validation,1.091916016925652,vendor_forecast_raw,1612,regular
GROCERY_3_ATTA_TN_1_validation,0.5662930822230681,vendor_forecast_raw,1612,regular
GROCERY_3_ATTA_TN_2_validation,0.557763465310469,vendor_forecast_raw,1612,regular
GROCERY_3_ATTA_TN_3_validation,0.9121710210637521,vendor_forecast_raw,1612,regular
GROCERY_3_PICKLE_KA_1_validation,0.40111975424199453,vendor_forecast_raw,1612,low_volume_intermittent
GROCERY_3_PICKLE_KA_2_validation,0.5273605753392734,vendor_forecast_raw,1612,regular
GROCERY_3_PICKLE_KA_3_validation,0.41278760248902835,vendor_forecast_raw,1612,regular
GROCERY_3_PICKLE_MH_1_validation,0.5436383115394819,vendor_forecast_raw,1612,regular
GROCERY_3_PICKLE_MH_2_validation,0.5136478216355016,vendor_forecast_raw,1612,low_volume_intermittent
GROCERY_3_PICKLE_MH_3_validation,0.3652671307943062,vendor_forecast_raw,1612,regular
GROCERY_3_PICKLE_MH_4_validation,0.8556630075200603,vendor_forecast_raw,1612,regular
GROCERY_3_PICKLE_TN_1_validation,0.5033176286393385,vendor_forecast_raw,1612,regular
GROCERY_3_PICKLE_TN_2_validation,0.5370746711339242,vendor_forecast_raw,1612,low_volume_intermittent
GROCERY_3_PICKLE_TN_3_validation,0.49390375132265624,vendor_forecast_raw,1612,regular
HOMECARE_1_DETERGENT_KA_1_validation,1.5472679614678169,vendor_forecast_raw,1612,regular
HOMECARE_1_DETERGENT_KA_2_validation,0.7228701461933444,vendor_forecast_raw,1612,regular
HOMECARE_1_DETERGENT_KA_3_validation,1.499956486745713,vendor_forecast_raw,1612,regular
HOMECARE_1_DETERGENT_MH_1_validation,1.2208471853392533,vendor_forecast_raw,1612,regular
HOMECARE_1_DETERGENT_MH_2_validation,0.8327143089558517,vendor_forecast_raw,1612,regular
HOMECARE_1_DETERGENT_MH_3_validation,0.9766281057096368,vendor_forecast_raw,1612,regular
HOMECARE_1_DETERGENT_MH_4_validation,0.45404885446811816,vendor_forecast_raw,1612,regular
HOMECARE_1_DETERGENT_TN_1_validation,1.6078682637064956,vendor_forecast_raw,1612,regular
HOMECARE_1_DETERGENT_TN_2_validation,0.5095866659519452,vendor_forecast_raw,1612,regular
HOMECARE_1_DETERGENT_TN_3_validation,2.000750847685141,vendor_forecast_raw,1612,regular
HOMECARE_2_AGARBATTI_KA_1_validation,2.151369110391883,vendor_forecast_raw,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_KA_2_validation,1.712179654708673,vendor_forecast_raw,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_KA_3_validation,0.74474166423953,vendor_forecast_raw,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_1_validation,1.3051968299639418,vendor_forecast_raw,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_2_validation,1.2484954307049128,vendor_forecast_raw,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_3_validation,2.5248339505969124,vendor_forecast_raw,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_4_validation,2.3249941656712725,vendor_forecast_raw,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_1_validation,2.162627414456211,vendor_forecast_raw,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_2_validation,0.9183684689734923,vendor_forecast_raw,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_3_validation,2.9503732039584953,vendor_forecast_raw,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_1_validation,0.8786397861765328,tsb,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_2_validation,0.7955735192045194,tsb,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_3_validation,1.1711490116073757,tsb,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_1_validation,1.1491844838481873,tsb,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_2_validation,1.2213739000037402,tsb,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_3_validation,0.6869065215405783,tsb,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_4_validation,0.5453694975994002,tsb,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_1_validation,0.6866162439089943,tsb,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_2_validation,0.6188605143607048,tsb,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_3_validation,0.6207271129638007,tsb,1612,low_volume_intermittent
ELECTRONICS_1_CHARGER_KA_1_validation,0.4670990757498907,tsb,1612,regular
ELECTRONICS_1_CHARGER_KA_2_validation,0.44283075407937406,tsb,1612,regular
ELECTRONICS_1_CHARGER_KA_3_validation,0.8877900681137746,tsb,1612,regular
ELECTRONICS_1_CHARGER_MH_1_validation,0.7318853445159783,tsb,1612,regular
ELECTRONICS_1_CHARGER_MH_2_validation,0.43045267990839087,tsb,1612,regular
ELECTRONICS_1_CHARGER_MH_3_validation,0.5487683378189706,tsb,1612,regular
ELECTRONICS_1_CHARGER_MH_4_validation,1.0063175071291617,tsb,1612,regular
ELECTRONICS_1_CHARGER_TN_1_validation,0.3395486357587444,tsb,1612,regular
ELECTRONICS_1_CHARGER_TN_2_validation,0.2289324363943024,tsb,1612,regular
ELECTRONICS_1_CHARGER_TN_3_validation,0.9918412508775134,tsb,1612,regular
GROCERY_3_ATTA_KA_1_validation,0.8423637420886435,tsb,1612,regular
GROCERY_3_ATTA_KA_2_validation,1.5900453454120875,tsb,1612,regular
GROCERY_3_ATTA_KA_3_validation,1.4017990766580972,tsb,1612,regular
GROCERY_3_ATTA_MH_1_validation,1.0094188257040602,tsb,1612,regular
GROCERY_3_ATTA_MH_2_validation,1.4264715015220943,tsb,1612,regular
GROCERY_3_ATTA_MH_3_validation,0.8633023993444033,tsb,1612,regular
GROCERY_3_ATTA_MH_4_validation,1.5502944959888705,tsb,1612,regular
GROCERY_3_ATTA_TN_1_validation,0.6475954898732266,tsb,1612,regular
GROCERY_3_ATTA_TN_2_validation,0.7668041628170766,tsb,1612,regular
GROCERY_3_ATTA_TN_3_validation,1.6261217501537995,tsb,1612,regular
GROCERY_3_PICKLE_KA_1_validation,0.4308538027422067,tsb,1612,low_volume_intermittent
GROCERY_3_PICKLE_KA_2_validation,0.5547488880044349,tsb,1612,regular
GROCERY_3_PICKLE_KA_3_validation,0.44262317174277693,tsb,1612,regular
GROCERY_3_PICKLE_MH_1_validation,0.49678218422579123,tsb,1612,regular
GROCERY_3_PICKLE_MH_2_validation,0.5207174546431815,tsb,1612,low_volume_intermittent
GROCERY_3_PICKLE_MH_3_validation,0.4572388120707389,tsb,1612,regular
GROCERY_3_PICKLE_MH_4_validation,0.8321580538353676,tsb,1612,regular
GROCERY_3_PICKLE_TN_1_validation,0.4783923979171634,tsb,1612,regular
GROCERY_3_PICKLE_TN_2_validation,0.43480087640959947,tsb,1612,low_volume_intermittent
GROCERY_3_PICKLE_TN_3_validation,0.49766774728997465,tsb,1612,regular
HOMECARE_1_DETERGENT_KA_1_validation,1.3742276028844227,tsb,1612,regular
HOMECARE_1_DETERGENT_KA_2_validation,0.4808459493965053,tsb,1612,regular
HOMECARE_1_DETERGENT_KA_3_validation,1.1450241431380135,tsb,1612,regular
HOMECARE_1_DETERGENT_MH_1_validation,1.4641546678184878,tsb,1612,regular
HOMECARE_1_DETERGENT_MH_2_validation,0.8313179377699972,tsb,1612,regular
HOMECARE_1_DETERGENT_MH_3_validation,0.9543688678226113,tsb,1612,regular
HOMECARE_1_DETERGENT_MH_4_validation,0.571839443663912,tsb,1612,regular
HOMECARE_1_DETERGENT_TN_1_validation,1.5692332289803699,tsb,1612,regular
HOMECARE_1_DETERGENT_TN_2_validation,0.6091303830881796,tsb,1612,regular
HOMECARE_1_DETERGENT_TN_3_validation,1.4226363038871592,tsb,1612,regular
HOMECARE_2_AGARBATTI_KA_1_validation,2.0242196961403414,tsb,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_KA_2_validation,1.5954881289390854,tsb,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_KA_3_validation,0.6391368098757496,tsb,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_1_validation,1.3237921471345,tsb,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_2_validation,1.2475336666528982,tsb,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_3_validation,1.8381569209722128,tsb,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_MH_4_validation,2.0025445575220058,tsb,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_1_validation,1.9654719194778532,tsb,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_2_validation,0.8749998526356427,tsb,1612,low_volume_intermittent
HOMECARE_2_AGARBATTI_TN_3_validation,2.904543414567103,tsb,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_1_validation,0.80410619640847,global_gbm,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_2_validation,0.8086172559695554,global_gbm,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_KA_3_validation,1.0428986399995581,global_gbm,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_1_validation,1.1839911631457696,global_gbm,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_2_validation,1.5452862591204233,global_gbm,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_3_validation,0.8272033864126049,global_gbm,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_MH_4_validation,0.6101137112283773,global_gbm,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_1_validation,0.7228485939148309,global_gbm,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_2_validation,0.6890792837508399,global_gbm,1612,low_volume_intermittent
ELECTRONICS_1_CABLE_TN_3_validation,0.7082588806807023,global_gbm,1612,low_volume_intermittent
ELECTRONICS_1_CHARGER_KA_1_validation,0.5366995993477177,global_gbm,1612,regular
ELECTRONICS_1_CHARGER_KA_2_validation,0.4317390601432909,global_gbm,1612,regular
ELECTRONICS_1_CHARGER_KA_3_validation,0.9198458777980532,global_gbm,1612,regular
ELECTRONICS_1_CHARGER_MH_1_validation,0.750259394391065,global_gbm,1612,regular
ELECTRONICS_1_CHARGER_MH_2_validation,0.4179685720302382,global_gbm,1612,regular
ELECTRONICS_1_CHARGER_MH_3_validation,0.5431677900552687,global_gbm,1612,regular
ELECTRONICS_1_CHARGER_MH_4_validation,0.9616403995650078,global_gbm,1612,regular
ELECTRONICS_1_CHARGER_TN_1_validation,0.3225588118967643,global_gbm,1612,regular
ELECTRONICS_1_CHARGER_TN_2_validation,0.16567650791657038,global_gbm,1612,regular
ELECTRONICS_1_CHARGER_TN_3_validation,1.0094639424441052,global_gbm,1612,regular
GROCERY_3_ATTA_KA_1_validation,0.7956751339584454,global_gbm,1612,regular
GROCERY_3_ATTA_KA_2_validation,1.1476655682363472,global_gbm,1612,regular
GROCERY_3_ATTA_KA_3_validation,1.4492426136649814,global_gbm,1612,regular
GROCERY_3_ATTA_MH_1_validation,0.8790290166015081,global_gbm,1612,regular
GROCERY_3_ATTA_MH_2_validation,1.474198753028316,global_gbm,1612,regular
GROCERY_3_ATTA_MH_3_validation,0.866081741220012,global_gbm,1612,regular
GROCERY_3_ATTA_MH_4_validation,1.3501584997799436,global_gbm,1612,regular
GROCERY_3_ATTA_TN_1_validation,0.48970704769761464,global_gbm,1612,regular
GROCERY_3_ATTA_TN_2_validation,0.6379894663845856,global_gbm,1612,regular
GROCERY_3_ATTA_TN_3_validation,1.2240341550153984,global_gbm,1612,regular
GROCERY_3_PICKLE_KA_1_validation,0.4903061343967835,global_gbm,1612,low_volume_intermittent
GROCERY_3_PICKLE_KA_2_validation,0.5462194557441736,global_gbm,1612,regular
GROCERY_3_PICKLE_KA_3_validation,0.41408367155636033,global_gbm,1612,regular
GROCERY_3_PICKLE_MH_1_validation,0.56434487879521,global_gbm,1612,regular
GROCERY_3_PICKLE_MH_2_validation,0.5126794070997633,global_gbm,1612,low_volume_intermittent
GROCERY_3_PICKLE_MH_3_validation,0.5592085532419948,global_gbm,1612,regular
GROCERY_3_PICKLE_MH_4_validation,0.8585667840125435,global_gbm,1612,regular
GROCERY_3_PICKLE_TN_1_validation,0.46124859810090146,global_gbm,1612,regular
GROCERY_3_PICKLE_TN_2_validation,0.44432701210100767,global_gbm,1612,low_volume_intermittent
GROCERY_3_PICKLE_TN_3_validation,0.39695969849529894,global_gbm,1612,regular
HOMECARE_1_DETERGENT_KA_1_validation,1.4240608820865812,global_gbm,1612,regular
HOMECARE_1_DETERGENT_KA_2_validation,0.5042339620297253,global_gbm,1612,regular
HOMECARE_1_DETERGENT_KA_3_validation,0.9566351587509693,global_gbm,1612,regular
HOMECARE_1_DETERGENT_MH_1_validation,1.1066986177938116,global_gbm,1612,regular
HOMECARE_1_DETERGENT_MH_2_validation,0.8087655142450888,global_gbm,1612,regular
HOMECARE_1_DETERGENT_MH_3_validation,0.9073284118332462,global_gbm,1612,regular
HOMECARE_1_DETERGENT_MH_4_validation,0.4787381663387889,global_gbm,1612,regular
HOMECARE_1_DETERGENT_TN_1_validation,1.2992178014074438,global_gbm,1612,regular
HOMECARE_1_DETERGENT_TN_2_validation,0.6178006365852073,global_gbm,1612,regular
HOMECARE_1_DETERGENT_TN_3_validation,1.5951634116633657,global_gbm,1612,regular
